"id","city","state","stateSlug","citySlug","country","pincode","currency","symbol","compliance","carriers","nodeType","dialingCode","timezone","latitude","longitude","landmark","carrierQuality","localSupport","population","mobileUsers","internetUsers","genderRatioText","malePercentage","femalePercentage","averageIncome","activeMobileDevices","mobilePenetration","internetPenetration","maleCount","femaleCount"
"absheron-district-baku","Baku","Absheron District","absheron-district","baku","Azerbaijan","AZ1000","AZN","₼","MINCOM Rules","Azercell|Bakcell|Nar Mobile","city_center","+994","Asia/Baku","40.5368","47.6857","Baku Central Industrial Area Road","Primary edge trunk terminated over Azercell networks. Failovers route over Bakcell, Nar Mobile with active latency policing loops.","Remote regional support and carrier network coverage for Baku, Azerbaijan","1099929","899741","727053","986 females per 1,000 males","50.4","49.6","₼23,918 AZN per annum","1517902","81.8","66.1","554364","545565"
"podgorica-municipality-podgorica","Podgorica","Podgorica Municipality","podgorica-municipality","podgorica","Montenegro","81000","EUR","€","EKIP Guidelines","M:tel|Crnogorski Telekom|One","city_center","+382","Europe/Podgorica","42.6991","19.1512","Podgorica Metropolitan IT Corridor","Primary edge trunk terminated over M:tel networks. Failovers route over Crnogorski Telekom, One with active latency policing loops.","Remote regional support and carrier network coverage for Podgorica, Montenegro","1722244","1345072","1062624","951 females per 1,000 males","51.3","48.7","€55,697 per annum","2411141","78.1","61.7","883511","838733"
"ile-de-france-paris","Paris","Île-de-France","ile-de-france","paris","France","75001","EUR","€","GDPR / ARCEP","Orange|SFR|Bouygues|Free Mobile","city_center","+33 1","Europe/Paris","32.7112","62.0861","Paris Telecom Exchange Square","Primary edge trunk terminated over Orange networks. Failovers route over SFR, Bouygues, Free Mobile with active latency policing loops.","Remote regional support and carrier network coverage for Paris, France","4778291","4639720","4496371","971 females per 1,000 males","50.7","49.3","€62,794 per annum","6211778","97.1","94.1","2422594","2355697"
"mazovia-warsaw","Warsaw","Mazovia","mazovia","warsaw","Poland","00-001","PLN","zł","GDPR / UKE","Orange|Play|Plus|T-Mobile","city_center","+48","Europe/Warsaw","51.9122","19.9864","Warsaw Railway Station Chowk Node","Primary edge trunk terminated over Orange networks. Failovers route over Play, Plus, T-Mobile with active latency policing loops.","Remote regional support and carrier network coverage for Warsaw, Poland","4815684","3963307","3303559","969 females per 1,000 males","50.8","49.2","zł26,400 PLN per annum","6067761","82.3","68.6","2446367","2369317"
"vilnius-district-vilnius","Vilnius","Vilnius District","vilnius-district","vilnius","Lithuania","LT-01001","EUR","€","GDPR / RRT","Telia|Tele2|Bitė","city_center","+370","Europe/Vilnius","56.0253","24.1265","Vilnius Railway Station Chowk Node","Primary edge trunk terminated over Telia networks. Failovers route over Tele2, Bitė with active latency policing loops.","Remote regional support and carrier network coverage for Vilnius, Lithuania","3220996","2496271","2112973","961 females per 1,000 males","51","49","€42,507 per annum","4412764","77.5","65.6","1642708","1578288"
"tripoli-district-tripoli","Tripoli","Tripoli District","tripoli-district","tripoli","Libya","00218","LYD","LD","GPTC Guidelines","Libyana|Al-Madar","city_center","+218","Africa/Tripoli","25.0485","17.1877","Tripoli Central Industrial Area Road","Primary edge trunk terminated over Libyana networks. Failovers route over Al-Madar with active latency policing loops.","Remote regional support and carrier network coverage for Tripoli, Libya","1974156","1593143","1310839","1,008 females per 1,000 males","49.8","50.2","LD21,937 LYD per annum","2546661","80.7","66.4","983130","991026"
"lisbon-district-lisbon","Lisbon","Lisbon District","lisbon-district","lisbon","Portugal","1000-001","EUR","€","GDPR / ANACOM","MEO|NOS|Vodafone","city_center","+351","Atlantic/Azores","39.3581","-7.9585","Lisbon Techno Park Terminal Hub","Primary edge trunk terminated over MEO networks. Failovers route over NOS, Vodafone with active latency policing loops.","Remote regional support and carrier network coverage for Lisbon, Portugal","3347179","2610799","2055167","981 females per 1,000 males","50.5","49.5","€54,136 per annum","4686050","78","61.4","1690325","1656854"
"chuy-region-bishkek","Bishkek","Chuy Region","chuy-region","bishkek","Kyrgyz Republic","720000","KGS","сом","ICT Rules","Beeline|Megacom|O!","city_center","+996","Asia/Bishkek","41.0921","75.1481","Bishkek Municipal Office Plaza","Primary edge trunk terminated over Beeline networks. Failovers route over Megacom, O! with active latency policing loops.","Remote regional support and carrier network coverage for Bishkek, Kyrgyz Republic","2280783","1872522","1489351","953 females per 1,000 males","51.2","48.8","сом40,866 KGS per annum","3124672","82.1","65.3","1167761","1113022"
"thimphu-district-thimphu","Thimphu","Thimphu District","thimphu-district","thimphu","Bhutan","11001","BTN","Nu.","BICMA Rules","B-Mobile|TashiCell","city_center","+975","Asia/Thimphu","27.3492","90.4054","Thimphu GPO Circle Square","Primary edge trunk terminated over B-Mobile networks. Failovers route over TashiCell with active latency policing loops.","Remote regional support and carrier network coverage for Thimphu, Bhutan","2764880","2206374","1891177","983 females per 1,000 males","50.4","49.6","Nu.31,308 BTN per annum","3317856","79.8","68.4","1393500","1371380"
"jerusalem-district-jerusalem","Jerusalem","Jerusalem District","jerusalem-district","jerusalem","Israel","91000","ILS","₪","MOC Guidelines","Cellcom|Partner|Pelephone","city_center","+972","Asia/Jerusalem","31.5121","34.928","Jerusalem Green Valley Digital Exchange","Primary edge trunk terminated over Cellcom networks. Failovers route over Partner, Pelephone with active latency policing loops.","Remote regional support and carrier network coverage for Jerusalem, Israel","3073775","2523569","1994879","956 females per 1,000 males","51.1","48.9","₪25,459 ILS per annum","4088120","82.1","64.9","1570699","1503076"
"gilbert-islands-tarawa","Tarawa","Gilbert Islands","gilbert-islands","tarawa","Kiribati","0000","AUD","A$","CCK Rules","Vodafone Kiribati","city_center","+686","Pacific/Enderbury","1.3073","172.9765","Tarawa Civil Station Complex","Primary edge trunk terminated over Vodafone Kiribati networks. Failovers route over local regional carriers with active latency policing loops.","Remote regional support and carrier network coverage for Tarawa, Kiribati","3157368","2538523","2099649","991 females per 1,000 males","50.2","49.8","A$40,220 AUD per annum","3883562","80.4","66.5","1584999","1572369"
"belgrade-city-belgrade","Belgrade","Belgrade City","belgrade-city","belgrade","Serbia","11000","RSD","дин.","RATEL Guidelines","MTS|Yettel|A1","city_center","+381","Europe/Belgrade","43.9139","21.1112","Belgrade GPO Circle Square","Primary edge trunk terminated over MTS networks. Failovers route over Yettel, A1 with active latency policing loops.","Remote regional support and carrier network coverage for Belgrade, Serbia","4891346","3903294","3267419","957 females per 1,000 males","51.1","48.9","дин.39,639 RSD per annum","6114182","79.8","66.8","2499478","2391868"
"prague-city-prague","Prague","Prague City","prague-city","prague","Czechia","110 00","CZK","Kč","GDPR / CTU","T-Mobile|O2|Vodafone","city_center","+420","Europe/Prague","49.8711","15.4578","Prague Green Valley Digital Exchange","Primary edge trunk terminated over T-Mobile networks. Failovers route over O2, Vodafone with active latency policing loops.","Remote regional support and carrier network coverage for Prague, Czechia","4775593","3677206","3094584","963 females per 1,000 males","50.9","49.1","Kč44,667 CZK per annum","6065003","77","64.8","2430777","2344816"
"mahe-island-victoria","Victoria","Mahe Island","mahe-island","victoria","Seychelles","0000","SCR","SR","DICT Guidelines","Airtel|Cable & Wireless","city_center","+248","Indian/Mahe","-4.7937","55.3684","Victoria State Highway Crossing Terminal","Primary edge trunk terminated over Airtel networks. Failovers route over Cable & Wireless with active latency policing loops.","Remote regional support and carrier network coverage for Victoria, Seychelles","2579405","2086738","1735939","1,005 females per 1,000 males","49.9","50.1","SR41,876 SCR per annum","3301638","80.9","67.3","1287123","1292282"
"ankara-province-ankara","Ankara","Ankara Province","ankara-province","ankara","Türkiye","06000","TRY","₺","BTK Regulations","Turkcell|Vodafone|Türk Telekom","city_center","+90","Europe/Istanbul","38.8092","35.088","Ankara Commercial Market Circle","Primary edge trunk terminated over Turkcell networks. Failovers route over Vodafone, Türk Telekom with active latency policing loops.","Remote regional support and carrier network coverage for Ankara, Türkiye","1168571","936025","757234","951 females per 1,000 males","51.3","48.7","₺25,991 TRY per annum","1600942","80.1","64.8","599477","569094"
"san-juan-municipality-san-juan","San Juan","San Juan Municipality","san-juan-municipality","san-juan","Puerto Rico","00901","USD","$","FCC / Telecommunications Board","T-Mobile|Liberty|Claro","city_center","+1","America/Puerto_Rico","18.3786","-66.4824","San Juan Industrial Growth Center","Primary edge trunk terminated over T-Mobile networks. Failovers route over Liberty, Claro with active latency policing loops.","Remote regional support and carrier network coverage for San Juan, Puerto Rico","1929457","1564789","1198192","970 females per 1,000 males","50.8","49.2","$29,501 USD per annum","2546883","81.1","62.1","980164","949293"
"skopje-region-skopje","Skopje","Skopje Region","skopje-region","skopje","North Macedonia","1000","MKD","ден","AEK Rules","Maktel|A1","city_center","+389","Europe/Skopje","41.6476","21.9669","Skopje Techno Park Terminal Hub","Primary edge trunk terminated over Maktel networks. Failovers route over A1 with active latency policing loops.","Remote regional support and carrier network coverage for Skopje, North Macedonia","3446837","2678192","2209422","1,009 females per 1,000 males","49.8","50.2","ден20,228 MKD per annum","4274077","77.7","64.1","1716525","1730312"
"san-marino-city-san-marino","San Marino","San Marino City","san-marino-city","san-marino","San Marino","47890","EUR","€","GDPR Guidelines","TMS|WindTre","city_center","+378","Europe/San_Marino","43.8166","12.4464","San Marino State Highway Crossing Terminal","Primary edge trunk terminated over TMS networks. Failovers route over WindTre with active latency policing loops.","Remote regional support and carrier network coverage for San Marino, San Marino","3208502","2576427","2162530","958 females per 1,000 males","51.1","48.9","€49,023 per annum","3946457","80.3","67.4","1639545","1568957"
"tokyo-metropolis-tokyo","Tokyo","Tokyo Metropolis","tokyo-metropolis","tokyo","Japan","100-0001","JPY","¥","MIC Telecommunications Act","NTT Docomo|KDDI|SoftBank","city_center","+81 3","Asia/Tokyo","-29.2167","-17.6599","Tokyo Telecom Exchange Square","Primary edge trunk terminated over NTT Docomo networks. Failovers route over KDDI, SoftBank with active latency policing loops.","Remote regional support and carrier network coverage for Tokyo, Japan","2847782","2782283","2577242","960 females per 1,000 males","51","49","¥29,146 JPY per annum","3559727","97.7","90.5","1452369","1395413"
"attica-region-athens","Athens","Attica Region","attica-region","athens","Greece","104 31","EUR","€","GDPR / EETT","Cosmote|Vodafone|Nova","city_center","+30","Europe/Athens","38.8215","21.8138","Athens Telecom Exchange Square","Primary edge trunk terminated over Cosmote networks. Failovers route over Vodafone, Nova with active latency policing loops.","Remote regional support and carrier network coverage for Athens, Greece","3165379","2554460","2073323","1,006 females per 1,000 males","49.9","50.1","€61,623 per annum","3988377","80.7","65.5","1579524","1585855"
"san-jose-province-san-jose","San Jose","San Jose Province","san-jose-province","san-jose","Costa Rica","10101","CRC","₡","SUTEL Regulations","kölbi|Liberty|Claro","city_center","+506","America/Costa_Rica","9.842","-84.1312","San Jose Railway Station Chowk Node","Primary edge trunk terminated over kölbi networks. Failovers route over Liberty, Claro with active latency policing loops.","Remote regional support and carrier network coverage for San Jose, Costa Rica","4761231","3723282","3161457","1,001 females per 1,000 males","50","50","₡27,976 CRC per annum","5713477","78.2","66.4","2380616","2380616"
"kaafu-atoll-male","Male","Kaafu Atoll","kaafu-atoll","male","Maldives","20002","MVR","Rf.","CAM Rules","Dhiraagu|Ooredoo","city_center","+960","Indian/Maldives","3.1637","73.0369","Male Metropolitan IT Corridor","Primary edge trunk terminated over Dhiraagu networks. Failovers route over Ooredoo with active latency policing loops.","Remote regional support and carrier network coverage for Male, Maldives","2387277","1945630","1623348","997 females per 1,000 males","50.1","49.9","Rf.37,073 MVR per annum","3007969","81.5","68","1196026","1191251"
